SAC_01	estadio
SAC_03	bebida
SAC_04	camiseta
SAC_05	bebida
SAC_06	camiseta
SAC_07	ocio
SAC_08	bebida
SAC_09	ocio
SAC_10	camiseta
SAC_11	estadio
SAC_12	estadio
SAC_13	bebida
SAC_14	camiseta
SAC_15	estadio
SAS_01	estadio
SAS_02	bebida
SAS_03	estadio
SAS_04	bebida
SAS_05	camiseta
SAS_06	bebida
SAS_07	camiseta
SAS_08	camiseta
SAS_09	bebida
SAS_10	camiseta
SAS_11	bebida
SAS_12	ocio
SAS_13	ocio
SAS_14	estadio
SAS_15	estadio
TOR_01	estadio
TOR_02	camiseta
TOR_03	estadio
TOR_04	bebida
TOR_05	ocio
TOR_07	camiseta
TOR_08	bebida
TOR_09	estadio
TOR_10	camiseta
TOR_11	ocio
TOR_12	bebida
TOR_13	bebida
TOR_15	estadio
UTA_01	estadio
UTA_02	estadio
UTA_03	bebida
UTA_04	camiseta
UTA_05	camiseta
UTA_06	bebida
UTA_07	camiseta
UTA_08	bebida
UTA_10	ocio
UTA_12	camiseta
UTA_13	bebida
UTA_14	ocio
UTA_15	camiseta
WAS_01	estadio
WAS_02	camiseta
WAS_03	ocio
WAS_04	bebida
WAS_05	estadio
WAS_06	camiseta
WAS_07	camiseta
WAS_09	ocio
WAS_10	ocio
WAS_11	ocio
WAS_12	camiseta
WAS_13	bebida
WAS_14	bebida
WAS_15	ocio
